u,v,contact_count,duration_seconds,first_time,last_time,weight
1486,1895,1,20,57840,57840,0.31600653265148854
1489,1493,3,60,36040,36120,0.42668859322200425
1489,1495,28,560,32180,35580,0.656994059633722
1489,1498,3,60,34400,45620,0.42668859322200425
1489,1500,1,20,129420,129420,0.31600653265148854
1489,1501,1,20,129300,129300,0.31600653265148854
1489,1502,4,80,36160,36320,0.4561223208851435
1489,1503,3,60,35380,35460,0.42668859322200425
1489,1519,1,20,45420,45420,0.31600653265148854
1489,1522,2,40,36700,46100,0.3854506105818549
1489,1525,1,20,56640,56640,0.31600653265148854
1489,1528,1,20,36080,36080,0.31600653265148854
1489,1532,2,40,43080,56700,0.3854506105818549
1489,1533,1,20,129500,129500,0.31600653265148854
1489,1551,16,320,43460,49720,0.599047349799237
1489,1552,3,60,44560,129500,0.42668859322200425
1489,1558,1,20,49940,49940,0.31600653265148854
1489,1560,2,40,46040,46580,0.3854506105818549
1489,1563,160,3200,32080,146640,0.837752993206874
1489,1572,1,20,45600,45600,0.31600653265148854
1489,1574,1,20,147660,147660,0.31600653265148854
1489,1578,12,240,45680,145100,0.5692950854209973
1489,1579,1,20,57360,57360,0.31600653265148854
1489,1585,6,120,35700,127020,0.49777959356083784
1489,1592,29,580,32360,129340,0.6606299868059717
1489,1666,1,20,43140,43140,0.31600653265148854
1489,1668,1,20,58020,58020,0.31600653265148854
1489,1673,1,20,50660,50660,0.31600653265148854
1489,1695,1,20,50360,50360,0.31600653265148854
1489,1700,3,60,43380,45300,0.42668859322200425
1489,1708,2,40,43700,43720,0.3854506105818549
1489,1711,1,20,43240,43240,0.31600653265148854
1489,1722,1,20,43340,43340,0.31600653265148854
1489,1723,1,20,43200,43200,0.31600653265148854
1489,1730,2,40,43920,51100,0.3854506105818549
1489,1732,1,20,50180,50180,0.31600653265148854
1489,1743,1,20,43560,43560,0.31600653265148854
1489,1752,1,20,43520,43520,0.31600653265148854
1489,1760,1,20,50400,50400,0.31600653265148854
1489,1764,1,20,57720,57720,0.31600653265148854
1489,1778,1,20,57760,57760,0.31600653265148854
1489,1780,1,20,44200,44200,0.31600653265148854
1489,1792,1,20,50700,50700,0.31600653265148854
1489,1797,1,20,51100,51100,0.31600653265148854
1489,1815,1,20,35620,35620,0.31600653265148854
1489,1821,3,60,43620,43700,0.42668859322200425
1489,1824,22,440,32100,147760,0.6320130653029771
1489,1833,2,40,44900,45100,0.3854506105818549
1489,1837,2,40,56640,129440,0.3854506105818549
1489,1857,3,60,43600,45920,0.42668859322200425
1489,1890,4,80,46880,50200,0.4561223208851435
1489,1916,1,20,43680,43680,0.31600653265148854
1493,1495,17,340,31360,146940,0.6053208666300378
1493,1498,10,200,51000,144880,0.5504571011940145
1493,1501,144,2880,36280,143940,0.8268206900028845
1493,1502,232,4640,31420,147820,0.8763094086817897
1493,1503,1,20,129100,129100,0.31600653265148854
1493,1511,1,20,36300,36300,0.31600653265148854
1493,1516,12,240,36580,147800,0.5692950854209973
1493,1520,23,460,43660,147680,0.6366167070813586
1493,1522,16,320,53420,144480,0.599047349799237
1493,1532,2,40,35760,42940,0.3854506105818549
1493,1533,4,80,44840,133680,0.4561223208851435
1493,1539,1,20,45040,45040,0.31600653265148854
1493,1548,1,20,131800,131800,0.31600653265148854
1493,1551,2,40,45560,144660,0.3854506105818549
1493,1552,2,40,45880,144700,0.3854506105818549
1493,1560,2,40,144620,144640,0.3854506105818549
1493,1563,4,80,45700,130280,0.4561223208851435
1493,1578,2,40,50040,50120,0.3854506105818549
1493,1579,1,20,46960,46960,0.31600653265148854
1493,1585,1,20,50480,50480,0.31600653265148854
1493,1592,2,40,35760,136980,0.3854506105818549
1493,1628,1,20,133600,133600,0.31600653265148854
1493,1637,63,1260,52360,144080,0.7410618096034531
1493,1656,1,20,144340,144340,0.31600653265148854
1493,1663,1,20,145040,145040,0.31600653265148854
1493,1664,1,20,132500,132500,0.31600653265148854
1493,1665,1,20,131160,131160,0.31600653265148854
1493,1668,19,380,42980,147820,0.6168334979266865
1493,1675,1,20,144700,144700,0.31600653265148854
1493,1681,3,60,145020,145080,0.42668859322200425
1493,1684,1,20,131680,131680,0.31600653265148854
1493,1695,2,40,50700,145040,0.3854506105818549
1493,1697,18,360,134820,136980,0.611236718692761
1493,1698,1,20,136520,136520,0.31600653265148854
1493,1704,1,20,43380,43380,0.31600653265148854
1493,1705,1,20,50700,50700,0.31600653265148854
1493,1722,1,20,43600,43600,0.31600653265148854
1493,1727,1,20,144660,144660,0.31600653265148854
1493,1730,2,40,43240,43560,0.3854506105818549
1493,1743,1,20,43540,43540,0.31600653265148854
1493,1751,8,160,117760,146680,0.527424910548402
1493,1761,1,20,144380,144380,0.31600653265148854
1493,1763,1,20,44460,44460,0.31600653265148854
1493,1765,1,20,132780,132780,0.31600653265148854
1493,1783,1,20,144400,144400,0.31600653265148854
1493,1797,2,40,49860,50720,0.3854506105818549
1493,1802,3,60,43100,43720,0.42668859322200425
1493,1821,2,40,131240,131260,0.3854506105818549
1493,1833,1,20,42940,42940,0.31600653265148854
1493,1835,1,20,44320,44320,0.31600653265148854
1493,1837,1,20,36100,36100,0.31600653265148854
1493,1847,1,20,43660,43660,0.31600653265148854
1493,1857,1,20,57880,57880,0.31600653265148854
1493,1859,1,20,137000,137000,0.31600653265148854
1493,1885,3,60,45200,133640,0.42668859322200425
1493,1895,3,60,57880,131660,0.42668859322200425
1493,1906,1,20,123800,123800,0.31600653265148854
1493,1907,1,20,123780,123780,0.31600653265148854
1493,1912,1,20,129140,129140,0.31600653265148854
1495,1498,21,420,32140,147100,0.6271957224548713
1495,1501,11,220,57700,140660,0.5603028760303012
1495,1502,10,200,58240,146960,0.5504571011940145
1495,1503,1,20,120480,120480,0.31600653265148854
1495,1511,4,80,36560,42720,0.4561223208851435
1495,1516,26,520,36540,147380,0.6493162459026266
1495,1520,72,1440,32080,147400,0.7549114253313359
1495,1522,15,300,36260,146920,0.5923701214603585
1495,1532,1,20,35360,35360,0.31600653265148854
1495,1552,1,20,144740,144740,0.31600653265148854
1495,1562,2,40,144320,144740,0.3854506105818549
1495,1563,2,40,35280,35300,0.3854506105818549
1495,1578,2,40,35640,36420,0.3854506105818549
1495,1585,1,20,32080,32080,0.31600653265148854
1495,1592,2,40,32140,35220,0.3854506105818549
1495,1601,1,20,58080,58080,0.31600653265148854
1495,1613,1,20,145500,145500,0.31600653265148854
1495,1618,1,20,123660,123660,0.31600653265148854
1495,1637,33,660,52360,147700,0.6740198756289276
1495,1656,1,20,144340,144340,0.31600653265148854
1495,1663,2,40,144720,145160,0.3854506105818549
1495,1664,1,20,145040,145040,0.31600653265148854
1495,1665,1,20,144380,144380,0.31600653265148854
1495,1668,29,580,36760,148100,0.6606299868059717
1495,1675,1,20,145300,145300,0.31600653265148854
1495,1680,1,20,144300,144300,0.31600653265148854
1495,1688,1,20,144920,144920,0.31600653265148854
1495,1696,1,20,144700,144700,0.31600653265148854
1495,1700,2,40,144620,144640,0.3854506105818549
1495,1722,1,20,58780,58780,0.31600653265148854
1495,1727,1,20,144660,144660,0.31600653265148854
1495,1730,1,20,123680,123680,0.31600653265148854
1495,1751,32,640,55080,147580,0.6708308350104104
1495,1767,1,20,58440,58440,0.31600653265148854
1495,1768,1,20,58440,58440,0.31600653265148854
1495,1798,1,20,137560,137560,0.31600653265148854
1495,1809,2,40,58360,144500,0.3854506105818549
1495,1819,1,20,58440,58440,0.31600653265148854
1495,1820,1,20,59000,59000,0.31600653265148854
1495,1859,1,20,144320,144320,0.31600653265148854
1495,1888,2,40,58120,58200,0.3854506105818549
1495,1907,1,20,145260,145260,0.31600653265148854
1495,1922,1,20,144900,144900,0.31600653265148854
1498,1500,1,20,137120,137120,0.31600653265148854
1498,1501,3,60,121220,137620,0.42668859322200425
1498,1502,14,280,35540,145220,0.5852336270669158
1498,1503,2,40,131800,131960,0.3854506105818549
1498,1511,12,240,35300,42780,0.5692950854209973
1498,1516,19,380,35340,145860,0.6168334979266865
1498,1520,117,2340,31320,145780,0.8052770535825244
1498,1522,146,2920,35620,146920,0.8282518758235999
1498,1532,3,60,35760,137540,0.42668859322200425
1498,1533,5,100,44720,130520,0.4790269285669295
1498,1545,3,60,131820,133640,0.42668859322200425
1498,1546,1,20,131300,131300,0.31600653265148854
1498,1548,1,20,129400,129400,0.31600653265148854
1498,1549,1,20,43560,43560,0.31600653265148854
1498,1551,2,40,43960,46780,0.3854506105818549
1498,1552,4,80,43500,144820,0.4561223208851435
1498,1558,2,40,46000,129940,0.3854506105818549
1498,1563,15,300,32120,132460,0.5923701214603585
1498,1567,2,40,46000,46700,0.3854506105818549
1498,1572,3,60,43580,129680,0.42668859322200425
1498,1578,7,140,35500,43740,0.5136570630934635
1498,1579,2,40,129680,129940,0.3854506105818549
1498,1585,101,2020,35300,137140,0.7900206519023335
1498,1592,6,120,32160,131780,0.49777959356083784
1498,1601,1,20,58360,58360,0.31600653265148854
1498,1604,1,20,145460,145460,0.31600653265148854
1498,1616,1,20,145220,145220,0.31600653265148854
1498,1617,2,40,129880,137000,0.3854506105818549
1498,1637,11,220,53360,124100,0.5603028760303012
1498,1648,1,20,144920,144920,0.31600653265148854
1498,1656,7,140,129600,133780,0.5136570630934635
1498,1664,4,80,131580,145440,0.4561223208851435
1498,1665,2,40,131420,132200,0.3854506105818549
1498,1668,31,620,36780,147140,0.6675406987820569
1498,1670,1,20,145280,145280,0.31600653265148854
1498,1673,5,100,129760,132660,0.4790269285669295
1498,1675,2,40,144960,145140,0.3854506105818549
1498,1680,1,20,145120,145120,0.31600653265148854
1498,1688,2,40,129860,132980,0.3854506105818549
1498,1695,1,20,131840,131840,0.31600653265148854
1498,1696,1,20,144640,144640,0.31600653265148854
1498,1697,3,60,130420,131800,0.42668859322200425
1498,1698,1,20,130720,130720,0.31600653265148854
1498,1708,2,40,47060,129900,0.3854506105818549
1498,1719,1,20,58260,58260,0.31600653265148854
1498,1723,1,20,43480,43480,0.31600653265148854
1498,1727,1,20,58900,58900,0.31600653265148854
1498,1730,1,20,130280,130280,0.31600653265148854
1498,1751,7,140,59840,147080,0.5136570630934635
1498,1752,1,20,58080,58080,0.31600653265148854
1498,1757,1,20,58260,58260,0.31600653265148854
1498,1761,1,20,47300,47300,0.31600653265148854
1498,1763,2,40,43980,58560,0.3854506105818549
1498,1765,2,40,131880,145260,0.3854506105818549
1498,1767,1,20,133860,133860,0.31600653265148854
1498,1775,1,20,43340,43340,0.31600653265148854
1498,1780,4,80,43820,50360,0.4561223208851435
1498,1792,1,20,57940,57940,0.31600653265148854
1498,1796,1,20,137100,137100,0.31600653265148854
1498,1797,1,20,47240,47240,0.31600653265148854
1498,1802,1,20,43300,43300,0.31600653265148854
1498,1809,3,60,58500,144420,0.42668859322200425
1498,1815,1,20,123640,123640,0.31600653265148854
1498,1820,1,20,58660,58660,0.31600653265148854
1498,1822,2,40,43480,58900,0.3854506105818549
1498,1824,1,20,32160,32160,0.31600653265148854
1498,1833,2,40,50460,58720,0.3854506105818549
1498,1835,2,40,132180,132200,0.3854506105818549
1498,1836,1,20,58080,58080,0.31600653265148854
1498,1837,3,60,43500,132740,0.42668859322200425
1498,1843,1,20,58880,58880,0.31600653265148854
1498,1847,1,20,46000,46000,0.31600653265148854
1498,1859,1,20,144600,144600,0.31600653265148854
1498,1866,3,60,131940,137060,0.42668859322200425
1498,1890,1,20,46920,46920,0.31600653265148854
1498,1912,1,20,130720,130720,0.31600653265148854
1498,1920,1,20,129860,129860,0.31600653265148854
1498,1922,1,20,144920,144920,0.31600653265148854
1500,1501,2,40,35160,50180,0.3854506105818549
1500,1503,37,740,36680,133140,0.6858781329659501
1500,1504,14,280,33200,124820,0.5852336270669158
1500,1511,1,20,36000,36000,0.31600653265148854
1500,1516,2,40,36120,36140,0.3854506105818549
1500,1519,10,200,35020,123700,0.5504571011940145
1500,1520,3,60,36220,137040,0.42668859322200425
1500,1522,2,40,45780,45800,0.3854506105818549
1500,1524,7,140,37520,124640,0.5136570630934635
1500,1525,47,940,35240,124360,0.710679196839879
1500,1528,62,1240,34900,123620,0.7394023800591815
1500,1532,44,880,35100,137300,0.7038406028908673
1500,1533,35,700,32540,129560,0.6801182582519162
1500,1538,11,220,41580,125140,0.5603028760303012
1500,1539,52,1040,31720,124880,0.7211618725252504
1500,1545,47,940,37240,138060,0.710679196839879
1500,1546,17,340,33220,129440,0.6053208666300378
1500,1548,65,1300,35440,133980,0.7443031380053511
1500,1549,14,280,35000,137380,0.5852336270669158
1500,1551,1,20,47320,47320,0.31600653265148854
1500,1558,1,20,47320,47320,0.31600653265148854
1500,1563,1,20,132880,132880,0.31600653265148854
1500,1572,1,20,48660,48660,0.31600653265148854
1500,1579,1,20,47340,47340,0.31600653265148854
1500,1585,5,100,35700,36160,0.4790269285669295
1500,1618,19,380,37540,124420,0.6168334979266865
1500,1647,2,40,124200,124240,0.3854506105818549
1500,1649,1,20,124160,124160,0.31600653265148854
1500,1653,26,520,33200,123760,0.6493162459026266
1500,1656,1,20,137040,137040,0.31600653265148854
1500,1665,4,80,133240,133640,0.4561223208851435
1500,1666,1,20,129240,129240,0.31600653265148854
1500,1673,3,60,37180,130880,0.42668859322200425
1500,1674,2,40,50040,124000,0.3854506105818549
1500,1697,1,20,46980,46980,0.31600653265148854
1500,1698,7,140,133840,136400,0.5136570630934635
1500,1700,1,20,43060,43060,0.31600653265148854
1500,1705,58,1160,31780,138060,0.7324859096940134
1500,1706,1,20,36820,36820,0.31600653265148854
1500,1708,1,20,50080,50080,0.31600653265148854
1500,1711,1,20,50040,50040,0.31600653265148854
1500,1730,9,180,37700,129100,0.5395785563918402
1500,1749,1,20,43180,43180,0.31600653265148854
1500,1760,1,20,43160,43160,0.31600653265148854
1500,1761,3,60,43340,47360,0.42668859322200425
1500,1767,2,40,50560,50620,0.3854506105818549
1500,1775,3,60,43180,43320,0.42668859322200425
1500,1780,1,20,48780,48780,0.31600653265148854
1500,1787,1,20,50020,50020,0.31600653265148854
1500,1789,1,20,50200,50200,0.31600653265148854
1500,1797,49,980,34980,137720,0.7150001165678843
1500,1802,36,720,43220,50760,0.6830381443859841
1500,1815,12,240,36840,128740,0.5692950854209973
1500,1821,3,60,130840,130920,0.42668859322200425
1500,1822,2,40,50280,50300,0.3854506105818549
1500,1835,4,80,48780,137120,0.4561223208851435
1500,1837,166,3320,35000,137420,0.8415729314669984
1500,1847,53,1060,43340,137140,0.7231371006799163
1500,1857,11,220,130420,131480,0.5603028760303012
1500,1866,14,280,43040,137420,0.5852336270669158
1500,1885,1,20,133900,133900,0.31600653265148854
1500,1887,1,20,129440,129440,0.31600653265148854
1500,1890,1,20,50100,50100,0.31600653265148854
1500,1895,18,360,130560,132180,0.611236718692761
1500,1912,2,40,130860,133500,0.3854506105818549
1500,1916,1,20,50140,50140,0.31600653265148854
1501,1502,247,4940,31460,140580,0.8828109141071477
1501,1503,2,40,35920,137280,0.3854506105818549
1501,1504,1,20,35100,35100,0.31600653265148854
1501,1511,1,20,35100,35100,0.31600653265148854
1501,1516,14,280,54280,140680,0.5852336270669158
1501,1520,12,240,36620,139540,0.5692950854209973
1501,1522,5,100,36780,143060,0.4790269285669295
1501,1532,7,140,47440,137100,0.5136570630934635
1501,1533,4,80,44100,133720,0.4561223208851435
1501,1548,1,20,137100,137100,0.31600653265148854
1501,1551,2,40,50120,142860,0.3854506105818549
1501,1552,1,20,47100,47100,0.31600653265148854
1501,1558,1,20,49880,49880,0.31600653265148854
1501,1562,1,20,58640,58640,0.31600653265148854
1501,1563,4,80,35580,133920,0.4561223208851435
1501,1570,1,20,58780,58780,0.31600653265148854
1501,1578,8,160,33460,35160,0.527424910548402
1501,1579,1,20,47020,47020,0.31600653265148854
1501,1592,4,80,32080,133820,0.4561223208851435
1501,1594,1,20,129440,129440,0.31600653265148854
1501,1637,200,4000,51260,137200,0.8609077166557181
1501,1664,2,40,132820,134100,0.3854506105818549
1501,1666,1,20,137300,137300,0.31600653265148854
1501,1668,31,620,42140,143980,0.6675406987820569
1501,1684,1,20,133700,133700,0.31600653265148854
1501,1695,3,60,132600,137280,0.42668859322200425
1501,1696,2,40,133060,133720,0.3854506105818549
1501,1697,23,460,134220,136820,0.6366167070813586
1501,1700,2,40,47080,58780,0.3854506105818549
1501,1727,1,20,142860,142860,0.31600653265148854
1501,1730,1,20,50600,50600,0.31600653265148854
1501,1749,1,20,50660,50660,0.31600653265148854
1501,1751,29,580,52980,143880,0.6606299868059717
1501,1757,1,20,133620,133620,0.31600653265148854
1501,1761,1,20,47300,47300,0.31600653265148854
1501,1765,3,60,132700,132800,0.42668859322200425
1501,1774,1,20,137120,137120,0.31600653265148854
1501,1802,9,180,47480,49940,0.5395785563918402
1501,1821,1,20,130300,130300,0.31600653265148854
1501,1837,20,400,47440,49920,0.6221438686148343
1501,1838,1,20,43580,43580,0.31600653265148854
1501,1847,1,20,45880,45880,0.31600653265148854
1501,1855,1,20,50600,50600,0.31600653265148854
1501,1861,2,40,43020,50060,0.3854506105818549
1501,1885,9,180,44900,133700,0.5395785563918402
1501,1889,1,20,50560,50560,0.31600653265148854
1501,1890,1,20,129780,129780,0.31600653265148854
1501,1895,2,40,43060,43560,0.3854506105818549
1501,1909,1,20,50200,50200,0.31600653265148854
1502,1511,2,40,35520,36120,0.3854506105818549
1502,1516,10,200,42640,147800,0.5504571011940145
1502,1520,97,1940,36820,147740,0.7858284573866581
1502,1522,8,160,31320,145700,0.527424910548402
1502,1525,1,20,35840,35840,0.31600653265148854
1502,1532,3,60,48400,49680,0.42668859322200425
1502,1533,2,40,47480,132880,0.3854506105818549
1502,1546,1,20,35160,35160,0.31600653265148854
1502,1551,1,20,44880,44880,0.31600653265148854
1502,1555,2,40,58780,58800,0.3854506105818549
1502,1560,1,20,46040,46040,0.31600653265148854
1502,1563,2,40,36640,43040,0.3854506105818549
1502,1567,3,60,45860,47460,0.42668859322200425
1502,1578,5,100,32120,50460,0.4790269285669295
1502,1579,1,20,44920,44920,0.31600653265148854
1502,1585,1,20,133900,133900,0.31600653265148854
1502,1625,1,20,50200,50200,0.31600653265148854
1502,1637,76,1520,51280,147840,0.7605195472391394
1502,1649,1,20,145500,145500,0.31600653265148854
1502,1664,3,60,133620,145360,0.42668859322200425
1502,1666,1,20,50060,50060,0.31600653265148854
1502,1668,11,220,36460,145680,0.5603028760303012
1502,1673,1,20,50160,50160,0.31600653265148854
1502,1675,1,20,145060,145060,0.31600653265148854
1502,1695,2,40,43520,133460,0.3854506105818549
1502,1696,2,40,50420,144680,0.3854506105818549
1502,1697,48,960,134060,136900,0.7128621396992377
1502,1704,1,20,50560,50560,0.31600653265148854
1502,1705,1,20,47140,47140,0.31600653265148854
1502,1730,1,20,132720,132720,0.31600653265148854
1502,1751,10,200,51320,145660,0.5504571011940145
1502,1761,1,20,43560,43560,0.31600653265148854
1502,1765,1,20,133680,133680,0.31600653265148854
1502,1797,1,20,47180,47180,0.31600653265148854
1502,1822,1,20,58640,58640,0.31600653265148854
1502,1837,7,140,46840,49880,0.5136570630934635
1502,1861,1,20,43020,43020,0.31600653265148854
1502,1866,1,20,45860,45860,0.31600653265148854
1502,1887,1,20,133620,133620,0.31600653265148854
1502,1890,3,60,43300,43340,0.42668859322200425
1503,1504,7,140,32660,56000,0.5136570630934635
1503,1520,1,20,50180,50180,0.31600653265148854
1503,1521,1,20,137420,137420,0.31600653265148854
1503,1522,1,20,50120,50120,0.31600653265148854
1503,1524,196,3920,31780,126600,0.8588113039180911
1503,1525,20,400,51600,123640,0.6221438686148343
1503,1528,74,1480,32820,128540,0.7577533580203487
1503,1532,19,380,34980,137400,0.6168334979266865
1503,1533,46,920,33220,137420,0.7084493558277674
1503,1538,19,380,36320,128640,0.6168334979266865
1503,1539,121,2420,31320,124580,0.8087648275752797
1503,1545,23,460,31280,137720,0.6366167070813586
1503,1546,63,1260,37240,137420,0.7410618096034531
1503,1548,13,260,36660,132760,0.577569991929958
1503,1549,10,200,41000,137400,0.5504571011940145
1503,1551,1,20,43320,43320,0.31600653265148854
1503,1560,1,20,43880,43880,0.31600653265148854
1503,1563,45,900,43800,133500,0.7061705572255972
1503,1567,11,220,47540,49600,0.5603028760303012
1503,1578,1,20,56620,56620,0.31600653265148854
1503,1585,3,60,133340,133880,0.42668859322200425
1503,1592,2,40,133980,134000,0.3854506105818549
1503,1594,1,20,129400,129400,0.31600653265148854
1503,1604,1,20,123980,123980,0.31600653265148854
1503,1606,1,20,124200,124200,0.31600653265148854
1503,1618,6,120,40840,125360,0.49777959356083784
1503,1653,38,760,37220,128220,0.6886424802963587
1503,1661,1,20,36920,36920,0.31600653265148854
1503,1663,2,40,123940,123960,0.3854506105818549
1503,1664,2,40,124260,132160,0.3854506105818549
1503,1665,9,180,131660,135460,0.5395785563918402
1503,1666,4,80,131660,135460,0.4561223208851435
1503,1673,1,20,130220,130220,0.31600653265148854
1503,1675,1,20,132620,132620,0.31600653265148854
1503,1681,2,40,36940,37080,0.3854506105818549
1503,1684,5,100,130520,132620,0.4790269285669295
1503,1687,2,40,124240,124260,0.3854506105818549
1503,1697,2,40,131980,132000,0.3854506105818549
1503,1698,4,80,131840,132240,0.4561223208851435
1503,1700,3,60,44520,44960,0.42668859322200425
1503,1705,29,580,34900,137720,0.6606299868059717
1503,1706,1,20,36780,36780,0.31600653265148854
1503,1720,1,20,137080,137080,0.31600653265148854
1503,1730,90,1800,38280,137720,0.7780582271676053
1503,1746,1,20,43660,43660,0.31600653265148854
1503,1751,3,60,129840,131720,0.42668859322200425
1503,1763,2,40,45000,45020,0.3854506105818549
1503,1765,24,480,124040,136780,0.6410248050598301
1503,1766,1,20,43700,43700,0.31600653265148854
1503,1767,1,20,50120,50120,0.31600653265148854
1503,1775,1,20,46900,46900,0.31600653265148854
1503,1780,2,40,43880,44760,0.3854506105818549
1503,1797,16,320,34980,131840,0.599047349799237
1503,1802,2,40,43040,45240,0.3854506105818549
1503,1815,277,5540,34880,128740,0.8947065859035853
1503,1821,35,700,43180,136940,0.6801182582519162
1503,1824,1,20,56640,56640,0.31600653265148854
1503,1835,24,480,45000,136960,0.6410248050598301
1503,1837,12,240,34920,137720,0.5692950854209973
1503,1838,1,20,129920,129920,0.31600653265148854
1503,1847,20,400,44880,132220,0.6221438686148343
1503,1854,1,20,36960,36960,0.31600653265148854
1503,1857,20,400,43260,136880,0.6221438686148343
1503,1866,16,320,130660,132220,0.599047349799237
1503,1890,2,40,129500,129520,0.3854506105818549
1503,1895,7,140,43200,133220,0.5136570630934635
1503,1908,2,40,36920,123980,0.3854506105818549
1503,1909,1,20,129920,129920,0.31600653265148854
1503,1912,3,60,131820,132240,0.42668859322200425
1503,1916,2,40,46920,129860,0.3854506105818549
1503,1917,1,20,124040,124040,0.31600653265148854
1504,1511,2,40,35140,35880,0.3854506105818549
1504,1519,165,3300,32680,129000,0.8409459582096479
1504,1524,9,180,34900,129200,0.5395785563918402
1504,1525,24,480,32380,127280,0.6410248050598301
1504,1528,20,400,32660,127280,0.6221438686148343
1504,1532,19,380,33600,127240,0.6168334979266865
1504,1533,50,1000,32400,128740,0.7170949426089054
1504,1538,9,180,32560,124100,0.5395785563918402
1504,1539,22,440,32400,129200,0.6320130653029771
1504,1545,38,760,34440,122280,0.6886424802963587
1504,1546,15,300,31980,124380,0.5923701214603585
1504,1548,54,1080,32140,125460,0.7250754409903769
1504,1549,13,260,35800,118260,0.577569991929958
1504,1578,1,20,35080,35080,0.31600653265148854
1504,1618,11,220,55800,123840,0.5603028760303012
1504,1653,59,1180,31800,127340,0.7342587129460318
1504,1681,1,20,124440,124440,0.31600653265148854
1504,1705,75,1500,32700,127360,0.7591456673901623
1504,1730,15,300,37680,127300,0.5923701214603585
1504,1783,1,20,124520,124520,0.31600653265148854
1504,1790,1,20,124520,124520,0.31600653265148854
1504,1797,38,760,32320,124580,0.6886424802963587
1504,1815,32,640,31920,129200,0.6708308350104104
1504,1837,43,860,32040,128720,0.7014571432333434
1511,1516,3,60,35120,42600,0.42668859322200425
1511,1520,1,20,42780,42780,0.31600653265148854
1511,1522,22,440,35220,42840,0.6320130653029771
1511,1525,1,20,36040,36040,0.31600653265148854
1511,1563,1,20,36380,36380,0.31600653265148854
1511,1578,10,200,35500,36420,0.5504571011940145
1511,1585,1,20,35360,35360,0.31600653265148854
1511,1592,3,60,35600,36200,0.42668859322200425
1511,1668,2,40,42560,42680,0.3854506105818549
1511,1824,1,20,32180,32180,0.31600653265148854
1516,1520,20,400,35760,123000,0.6221438686148343
1516,1522,34,680,31400,146740,0.6771138485823601
1516,1525,2,40,35100,36180,0.3854506105818549
1516,1528,1,20,36140,36140,0.31600653265148854
1516,1532,1,20,35800,35800,0.31600653265148854
1516,1539,1,20,35400,35400,0.31600653265148854
1516,1548,2,40,35100,36200,0.3854506105818549
1516,1555,2,40,58260,144560,0.3854506105818549
1516,1570,1,20,58300,58300,0.31600653265148854
1516,1578,4,80,32100,35060,0.4561223208851435
1516,1580,1,20,145060,145060,0.31600653265148854
1516,1585,5,100,35640,58020,0.4790269285669295
1516,1594,4,80,144620,144820,0.4561223208851435
1516,1613,1,20,145380,145380,0.31600653265148854
1516,1628,3,60,145380,145660,0.42668859322200425
1516,1630,1,20,58460,58460,0.31600653265148854
1516,1637,13,260,52100,146840,0.577569991929958
1516,1656,3,60,144700,145480,0.42668859322200425
1516,1663,1,20,144700,144700,0.31600653265148854
1516,1664,1,20,145180,145180,0.31600653265148854
1516,1665,1,20,145400,145400,0.31600653265148854
1516,1668,21,420,36800,147820,0.6271957224548713
1516,1673,4,80,145260,145400,0.4561223208851435
1516,1731,1,20,144560,144560,0.31600653265148854
1516,1741,1,20,58700,58700,0.31600653265148854
1516,1748,1,20,58920,58920,0.31600653265148854
1516,1751,62,1240,52440,146260,0.7394023800591815
1516,1780,2,40,58420,144460,0.3854506105818549
1516,1803,1,20,58080,58080,0.31600653265148854
1516,1831,1,20,58160,58160,0.31600653265148854
1516,1833,2,40,58280,58380,0.3854506105818549
1516,1843,1,20,58540,58540,0.31600653265148854
1519,1524,1,20,118300,118300,0.31600653265148854
1519,1525,4,80,55860,56340,0.4561223208851435
1519,1528,11,220,32560,128640,0.5603028760303012
1519,1532,3,60,45300,123900,0.42668859322200425
1519,1533,58,1160,35540,128780,0.7324859096940134
1519,1538,3,60,40920,118180,0.42668859322200425
1519,1539,6,120,50740,129100,0.49777959356083784
1519,1545,2,40,54320,55480,0.3854506105818549
1519,1546,15,300,35840,59160,0.5923701214603585
1519,1548,1,20,35000,35000,0.31600653265148854
1519,1549,6,120,35000,36000,0.49777959356083784
1519,1560,8,160,47540,50220,0.527424910548402
1519,1572,1,20,49620,49620,0.31600653265148854
1519,1618,4,80,122320,129200,0.4561223208851435
1519,1653,6,120,34180,129200,0.49777959356083784
1519,1688,2,40,50520,124240,0.3854506105818549
1519,1705,4,80,34180,125300,0.4561223208851435
1519,1706,1,20,37120,37120,0.31600653265148854
1519,1711,2,40,50180,50300,0.3854506105818549
1519,1718,1,20,37000,37000,0.31600653265148854
1519,1730,4,80,42820,124160,0.4561223208851435
1519,1743,8,160,43160,50060,0.527424910548402
1519,1790,1,20,124520,124520,0.31600653265148854
1519,1792,1,20,50660,50660,0.31600653265148854
1519,1797,3,60,51020,118240,0.42668859322200425
1519,1802,1,20,47280,47280,0.31600653265148854
1519,1815,5,100,50720,51100,0.4790269285669295
1519,1837,20,400,54320,128820,0.6221438686148343
1519,1847,1,20,48940,48940,0.31600653265148854
1519,1851,2,40,37220,37240,0.3854506105818549
1519,1861,2,40,37120,37140,0.3854506105818549
1519,1866,2,40,43020,49300,0.3854506105818549
1519,1885,17,340,43080,49380,0.6053208666300378
1519,1890,1,20,37040,37040,0.31600653265148854
